id_aves,codigo,sinonimo,nombre,morfometria,endenismo,migraciòn,ecologia,behaviour,anio_publicacion,anio_colleccion,familia_id_familia,especies_id_especies,uicn_id_UICN
3948,UTPL_A0116,,Guayaquil Woodpecker,no,BT,,no,no,2015,2003,55,119,3
3949,UTPL_A0085,,Gray-cheeked Parakeet,no,BT,,no,no,2015,2003,60,87,8
3950,UTPL_A0292,,Pacific Parrotlet,no,BT,,no,no,2015,2003,60,280,1
3951,UTPL_A0640,,Red-masked Parakeet,no,BT,,no,no,2015,2003,60,624,3
3952,UTPL_A0779,,Chapman's Antshrike,no,S-SO,,no,no,2015,2003,71,760,8
3953,UTPL_A0776,Sakesporus bernardi,Collared Antshrike,no,BT,,no,no,2015,2003,71,758,4
3954,UTPL_A0481,,Gray-headed Antbird,no,S-SO,,no,no,2015,2003,71,461,8
3955,UTPL_A0427,,Elegant Crescentchest,no,BT,,no,no,2015,2003,41,400,1
3956,UTPL_A0327,,Watkins' Antpitta,no,S-SO,,no,no,2015,2003,33,311,8
3957,UTPL_A0296,,Pale-legged Hornero,no,,,no,no,2015,2003,31,284,8
3958,UTPL_A0740,,Rufous-necked Foliage-gleaner,no,S-SO,,no,no,2015,2003,31,724,8
3959,UTPL_A0358,,Henna-hooded Foliage-gleaner,no,BT,,no,no,2015,2003,31,339,8
3960,UTPL_A0464,,Pacific Elaenia,no,BT,,no,no,2015,2003,81,441,1
3961,UTPL_A0382,,Gray-breasted Flycatcher,no,BT - RM,,no,no,2015,2003,81,356,2
3962,UTPL_A0073,,Ochraceous Attila,no,BT,,no,no,2015,2003,81,75,2
3963,UTPL_A0227,,White-tailed Jay,no,BT,,no,no,2015,2003,20,222,1
3964,UTPL_A0826,,Plumbeous-backed Thrush,no,BT,,no,no,2015,2003,80,804,1
3965,UTPL_A0823,,Ecuadorian Thrush,no,BT,,no,no,2015,2003,80,800,8
3966,UTPL_A0679,,Black-cowled Saltator,no,S-SO,,no,no,2015,2003,38,659,8
3967,UTPL_A0051,,Black-capped Sparrow,no,BT - RM,,no,no,2015,2003,25,57,1
3968,UTPL_A0473,Basileuterus fraseri,Gray-and-gold Warbler,no,BT,,no,no,2015,2003,48,450,4
3969,UTPL_A0079,,Three-banded Warbler,no,S-SO,,no,no,2015,2003,48,81,8
3970,UTPL_A0223,,Pale-browed Tinamou,no,BT,,no,no,2015,2003,75,219,3
3971,UTPL_A0520,,Rufous-headed Chachalaca,no,BT - RM,,no,no,2015,2003,22,503,2
3972,UTPL_A0197,,Ecuadorian Ground-Dove,no,BT,,no,no,2015,2003,18,195,1
3973,UTPL_A0392,,Ochre-bellied Dove,no,BT,,no,no,2015,2003,18,365,8
3974,UTPL_A0484,,Short-tailed Woodstar,no,BT,,no,no,2015,2003,77,465,8
3975,UTPL_A0591,,Ecuadorian Piculet,no,BT,,no,no,2015,2003,55,579,1
3976,UTPL_A0116,,Guayaquil Woodpecker,no,BT,,no,no,2015,2003,55,119,3
3977,UTPL_A0085,,Gray-cheeked Parakeet,no,BT,,no,no,2015,2003,60,87,8
3978,UTPL_A0292,,Pacific Parrotlet,no,BT,,no,no,2015,2003,60,280,1
3979,UTPL_A0640,,Red-masked Parakeet,no,BT,,no,no,2015,2003,60,624,3
3980,UTPL_A0779,,Chapman's Antshrike,no,S-SO,,no,no,2015,2003,71,760,8
3981,UTPL_A0776,Sakesporus bernardi,Collared Antshrike,no,BT,,no,no,2015,2003,71,758,4
3982,UTPL_A0481,,Gray-headed Antbird,no,S-SO,,no,no,2015,2003,71,461,8
3983,UTPL_A0427,,Elegant Crescentchest,no,BT,,no,no,2015,2003,41,400,1
3984,UTPL_A0327,,Watkins' Antpitta,no,S-SO,,no,no,2015,2003,33,311,8
3985,UTPL_A0296,,Pale-legged Hornero,no,,,no,no,2015,2003,31,284,8
3986,UTPL_A0740,,Rufous-necked Foliage-gleaner,no,S-SO,,no,no,2015,2003,31,724,8
3987,UTPL_A0358,,Henna-hooded Foliage-gleaner,no,BT,,no,no,2015,2003,31,339,8
3988,UTPL_A0738,,Blackish-headed Spinetail,no,BT,,no,no,2015,2003,31,721,8
3989,UTPL_A0464,,Pacific Elaenia,no,BT,,no,no,2015,2003,81,441,1
3990,UTPL_A0382,,Gray-breasted Flycatcher,no,BT - RM,,no,no,2015,2003,81,356,2
3991,UTPL_A0460,,Baird's Flycatcher,no,BT,,no,no,2015,2003,81,437,1
3992,UTPL_A0453,,Sooty-crowned Flycatcher,no,BT - RM,,no,no,2015,2003,81,429,1
3993,UTPL_A0227,,White-tailed Jay,no,BT,,no,no,2015,2003,20,222,1
3994,UTPL_A0826,,Plumbeous-backed Thrush,no,BT,,no,no,2015,2003,80,804,1
3995,UTPL_A0823,,Ecuadorian Thrush,no,BT,,no,no,2015,2003,80,800,8
3996,UTPL_A0204,,Black-and-white Tanager,no,,MI,no,no,2015,2003,73,202,3
3997,UTPL_A0051,,Black-capped Sparrow,no,BT - RM,,no,no,2015,2003,25,57,1
3998,UTPL_A0064,,White-headed Brush-Finch,no,BT,,no,no,2015,2003,25,67,1
3999,UTPL_A0473,Basileuterus fraseri,Gray-and-gold Warbler,no,BT,,no,no,2015,2003,48,450,4
4000,UTPL_A0364,,White-edged Oriole,no,BT,,no,no,2015,2003,37,342,1
4001,UTPL_A0392,,Ochre-bellied Dove,no,BT,,no,no,2015,2003,18,365,8
4002,UTPL_A0640,,Red-masked Parakeet,no,BT,,no,no,2015,2003,60,624,3
4003,UTPL_A0481,,Gray-headed Antbird,no,S-SO,,no,no,2015,2003,71,461,8
4004,UTPL_A0740,,Rufous-necked Foliage-gleaner,no,S-SO,,no,no,2015,2003,31,724,8
4005,UTPL_A0073,,Ochraceous Attila,no,BT,,no,no,2015,2003,81,75,2
4006,UTPL_A0223,,Pale-browed Tinamou,no,BT,,no,no,2015,2003,75,219,3
4007,UTPL_A0520,,Rufous-headed Chachalaca,no,BT - RM,,no,no,2015,2003,22,503,2
4008,UTPL_A0634,Leucopternis occidentalis,Gray-backed Hawk,no,BT,,no,no,2015,2003,1,616,8
4009,UTPL_A0197,,Ecuadorian Ground-Dove,no,BT,,no,no,2015,2003,18,195,1
4010,UTPL_A0392,,Ochre-bellied Dove,no,BT,,no,no,2015,2003,18,365,8
4011,UTPL_A0498,,Scrub Nightjar,no,BT,,no,no,2015,2003,12,481,8
4012,UTPL_A0396,,Tumbes Hummingbird,no,BT,,no,no,2015,2003,77,371,1
4013,UTPL_A0591,,Ecuadorian Piculet,no,BT,,no,no,2015,2003,55,579,1
4014,UTPL_A0116,,Guayaquil Woodpecker,no,BT,,no,no,2015,2003,55,119,3
4015,UTPL_A0085,,Gray-cheeked Parakeet,no,BT,,no,no,2015,2003,60,87,8
4016,UTPL_A0292,,Pacific Parrotlet,no,BT,,no,no,2015,2003,60,280,1
4017,UTPL_A0640,,Red-masked Parakeet,no,BT,,no,no,2015,2003,60,624,3
4018,UTPL_A0776,Sakesporus bernardi,Collared Antshrike,no,BT,,no,no,2015,2003,71,758,4
4019,UTPL_A0427,,Elegant Crescentchest,no,BT,,no,no,2015,2003,41,400,1
4020,UTPL_A0327,,Watkins' Antpitta,no,S-SO,,no,no,2015,2003,33,311,8
4021,UTPL_A0296,,Pale-legged Hornero,no,,,no,no,2015,2003,31,284,8
4022,UTPL_A0740,,Rufous-necked Foliage-gleaner,no,S-SO,,no,no,2015,2003,31,724,8
4023,UTPL_A0358,,Henna-hooded Foliage-gleaner,no,BT,,no,no,2015,2003,31,339,8
4024,UTPL_A0738,,Blackish-headed Spinetail,no,BT,,no,no,2015,2003,31,721,8
4025,UTPL_A0464,,Pacific Elaenia,no,BT,,no,no,2015,2003,81,441,1
4026,UTPL_A0382,,Gray-breasted Flycatcher,no,BT - RM,,no,no,2015,2003,81,356,2
4027,UTPL_A0460,,Baird's Flycatcher,no,BT,,no,no,2015,2003,81,437,1
4028,UTPL_A0453,,Sooty-crowned Flycatcher,no,BT - RM,,no,no,2015,2003,81,429,1
4029,UTPL_A0526,,Slaty Becard,no,BT,,no,no,2015,2003,76,510,5
4030,UTPL_A0227,,White-tailed Jay,no,BT,,no,no,2015,2003,20,222,1
4031,UTPL_A0125,Tryothorus superciliaris,Superciliated Wren,no,BT,,no,no,2015,2003,78,126,8
4032,UTPL_A0826,,Plumbeous-backed Thrush,no,BT,,no,no,2015,2003,80,804,1
4033,UTPL_A0051,,Black-capped Sparrow,no,BT - RM,,no,no,2015,2003,25,57,1
4034,UTPL_A0064,,White-headed Brush-Finch,no,BT,,no,no,2015,2003,25,67,1
4035,UTPL_A0473,Basileuterus fraseri,Gray-and-gold Warbler,no,BT,,no,no,2015,2003,48,450,4
4036,UTPL_A0364,,White-edged Oriole,no,BT,,no,no,2015,2003,37,342,1
4037,UTPL_A0223,,Pale-browed Tinamou,no,BT,,no,no,2015,2003,75,219,3
4038,UTPL_A0520,,Rufous-headed Chachalaca,no,BT - RM,,no,no,2015,2003,22,503,2
4039,UTPL_A0634,Leucopternis occidentalis,Gray-backed Hawk,no,BT,,no,no,2015,2003,1,616,8
4040,UTPL_A0197,,Ecuadorian Ground-Dove,no,BT,,no,no,2015,2003,18,195,1
4041,UTPL_A0392,,Ochre-bellied Dove,no,BT,,no,no,2015,2003,18,365,8
4042,UTPL_A0498,,Scrub Nightjar,no,BT,,no,no,2015,2003,12,481,8
4043,UTPL_A0484,,Short-tailed Woodstar,no,BT,,no,no,2015,2003,77,465,8
4044,UTPL_A0396,,Tumbes Hummingbird,no,BT,,no,no,2015,2003,77,371,1
4045,UTPL_A0591,,Ecuadorian Piculet,no,BT,,no,no,2015,2003,55,579,1
4046,UTPL_A0116,,Guayaquil Woodpecker,no,BT,,no,no,2015,2003,55,119,3
4047,UTPL_A0085,,Gray-cheeked Parakeet,no,BT,,no,no,2015,2003,60,87,8
4048,UTPL_A0292,,Pacific Parrotlet,no,BT,,no,no,2015,2003,60,280,1
4049,UTPL_A0640,,Red-masked Parakeet,no,BT,,no,no,2015,2003,60,624,3
4050,UTPL_A0779,,Chapman's Antshrike,no,S-SO,,no,no,2015,2003,71,760,8
4051,UTPL_A0776,Sakesporus bernardi,Collared Antshrike,no,BT,,no,no,2015,2003,71,758,4
4052,UTPL_A0427,,Elegant Crescentchest,no,BT,,no,no,2015,2003,41,400,1
4053,UTPL_A0327,,Watkins' Antpitta,no,S-SO,,no,no,2015,2003,33,311,8
4054,UTPL_A0296,,Pale-legged Hornero,no,,,no,no,2015,2003,31,284,8
4055,UTPL_A0358,,Henna-hooded Foliage-gleaner,no,BT,,no,no,2015,2003,31,339,8
4056,UTPL_A0738,,Blackish-headed Spinetail,no,BT,,no,no,2015,2003,31,721,8
4057,UTPL_A0464,,Pacific Elaenia,no,BT,,no,no,2015,2003,81,441,1
4058,UTPL_A0382,,Gray-breasted Flycatcher,no,BT - RM,,no,no,2015,2003,81,356,2
4059,UTPL_A0460,,Baird's Flycatcher,no,BT,,no,no,2015,2003,81,437,1
4060,UTPL_A0453,,Sooty-crowned Flycatcher,no,BT - RM,,no,no,2015,2003,81,429,1
4061,UTPL_A0073,,Ochraceous Attila,no,BT,,no,no,2015,2003,81,75,2
4062,UTPL_A0526,,Slaty Becard,no,BT,,no,no,2015,2003,76,510,5
4063,UTPL_A0227,,White-tailed Jay,no,BT,,no,no,2015,2003,20,222,1
4064,UTPL_A0125,Tryothorus superciliaris,Superciliated Wren,no,BT,,no,no,2015,2003,78,126,8
4065,UTPL_A0826,,Plumbeous-backed Thrush,no,BT,,no,no,2015,2003,80,804,1
4066,UTPL_A0664,,Crimson-breasted Finch,no,BT,MI,no,no,2015,2003,73,645,1
4067,UTPL_A0667,Aimophila stolzmanni,Tumbes Sparrow,no,BT,,no,no,2015,2003,25,648,1
4068,UTPL_A0051,,Black-capped Sparrow,no,BT - RM,,no,no,2015,2003,25,57,1
4069,UTPL_A0064,,White-headed Brush-Finch,no,BT,,no,no,2015,2003,25,67,1
4070,UTPL_A0473,Basileuterus fraseri,Gray-and-gold Warbler,no,BT,,no,no,2015,2003,48,450,4
4071,UTPL_A0079,,Three-banded Warbler,no,S-SO,,no,no,2015,2003,48,81,8
4072,UTPL_A0364,,White-edged Oriole,no,BT,,no,no,2015,2003,37,342,1
4073,UTPL_A0709,Carduelis siemiradzkii,Saffron Siskin,no,BT,,no,no,2015,2003,30,690,8
4074,UTPL_A0223,,Pale-browed Tinamou,no,BT,,no,no,2015,2003,75,219,3
4075,UTPL_A0520,,Rufous-headed Chachalaca,no,BT - RM,,no,no,2015,2003,22,503,2
4076,UTPL_A0634,Leucopternis occidentalis,Gray-backed Hawk,no,BT,,no,no,2015,2003,1,616,8
4077,UTPL_A0197,,Ecuadorian Ground-Dove,no,BT,,no,no,2015,2003,18,195,1
4078,UTPL_A0392,,Ochre-bellied Dove,no,BT,,no,no,2015,2003,18,365,8
4079,UTPL_A0144,Acestrura bombus,Little Woodstar,no,BT,,no,no,2015,2003,77,143,8
4080,UTPL_A0396,,Tumbes Hummingbird,no,BT,,no,no,2015,2003,77,371,1
4081,UTPL_A0591,,Ecuadorian Piculet,no,BT,,no,no,2015,2003,55,579,1
4082,UTPL_A0116,,Guayaquil Woodpecker,no,BT,,no,no,2015,2003,55,119,3
4083,UTPL_A0085,,Gray-cheeked Parakeet,no,BT,,no,no,2015,2003,60,87,8
4084,UTPL_A0593,,Bronze-winged Parrot,no,,,no,no,2015,2003,60,581,8
4085,UTPL_A0292,,Pacific Parrotlet,no,BT,,no,no,2015,2003,60,280,1
4086,UTPL_A0640,,Red-masked Parakeet,no,BT,,no,no,2015,2003,60,624,3
4087,UTPL_A0779,,Chapman's Antshrike,no,S-SO,,no,no,2015,2003,71,760,8
4088,UTPL_A0776,Sakesporus bernardi,Collared Antshrike,no,BT,,no,no,2015,2003,71,758,4
4089,UTPL_A0427,,Elegant Crescentchest,no,BT,,no,no,2015,2003,41,400,1
4090,UTPL_A0327,,Watkins' Antpitta,no,S-SO,,no,no,2015,2003,33,311,8
4091,UTPL_A0740,,Rufous-necked Foliage-gleaner,no,S-SO,,no,no,2015,2003,31,724,8
4092,UTPL_A0358,,Henna-hooded Foliage-gleaner,no,BT,,no,no,2015,2003,31,339,8
4093,UTPL_A0737,,Necklaced Spinetail,no,BT,,no,no,2015,2003,31,720,8
4094,UTPL_A0738,,Blackish-headed Spinetail,no,BT,,no,no,2015,2003,31,721,8
4095,UTPL_A0464,,Pacific Elaenia,no,BT,,no,no,2015,2003,81,441,1
4096,UTPL_A0515,,Pacific Royal-Flycatcher,no,BT,,no,no,2015,2003,81,499,8
4097,UTPL_A0382,,Gray-breasted Flycatcher,no,BT - RM,,no,no,2015,2003,81,356,2
4098,UTPL_A0460,,Baird's Flycatcher,no,BT,,no,no,2015,2003,81,437,1
4099,UTPL_A0453,,Sooty-crowned Flycatcher,no,BT - RM,,no,no,2015,2003,81,429,1
4100,UTPL_A0073,,Ochraceous Attila,no,BT,,no,no,2015,2003,81,75,2
4101,UTPL_A0526,,Slaty Becard,no,BT,,no,no,2015,2003,76,510,5
4102,UTPL_A0227,,White-tailed Jay,no,BT,,no,no,2015,2003,20,222,1
4103,UTPL_A0125,Tryothorus superciliaris,Superciliated Wren,no,BT,,no,no,2015,2003,78,126,8
4104,UTPL_A0826,,Plumbeous-backed Thrush,no,BT,,no,no,2015,2003,80,804,1
4105,UTPL_A0204,,Black-and-white Tanager,no,,MI,no,no,2015,2003,73,202,3
4106,UTPL_A0664,,Crimson-breasted Finch,no,BT,MI,no,no,2015,2003,73,645,1
4107,UTPL_A0667,Aimophila stolzmanni,Tumbes Sparrow,no,BT,,no,no,2015,2003,25,648,1
4108,UTPL_A0051,,Black-capped Sparrow,no,BT - RM,,no,no,2015,2003,25,57,1
4109,UTPL_A0064,,White-headed Brush-Finch,no,BT,,no,no,2015,2003,25,67,1
4110,UTPL_A0069,,Bay-crowned Brush-Finch,no,S-SO,,no,no,2015,2003,25,72,8
4111,UTPL_A0473,Basileuterus fraseri,Gray-and-gold Warbler,no,BT,,no,no,2015,2003,48,450,4
4112,UTPL_A0079,,Three-banded Warbler,no,S-SO,,no,no,2015,2003,48,81,8
4113,UTPL_A0364,,White-edged Oriole,no,BT,,no,no,2015,2003,37,342,1
4114,UTPL_A0454,,Rufous Flycatcher,no,,,no,no,2015,2003,81,430,8
4115,UTPL_A0709,Carduelis siemiradzkii,Saffron Siskin,no,BT,,no,no,2015,2003,30,690,8
4116,UTPL_A0223,,Pale-browed Tinamou,no,BT,,no,no,2015,2003,75,219,3
4117,UTPL_A0520,,Rufous-headed Chachalaca,no,BT - RM,,no,no,2015,2003,22,503,2
4118,UTPL_A0392,,Ochre-bellied Dove,no,BT,,no,no,2015,2003,18,365,8
4119,UTPL_A0116,,Guayaquil Woodpecker,no,BT,,no,no,2015,2003,55,119,3
4120,UTPL_A0085,,Gray-cheeked Parakeet,no,BT,,no,no,2015,2003,60,87,8
4121,UTPL_A0640,,Red-masked Parakeet,no,BT,,no,no,2015,2003,60,624,3
4122,UTPL_A0358,,Henna-hooded Foliage-gleaner,no,BT,,no,no,2015,2003,31,339,8
4123,UTPL_A0738,,Blackish-headed Spinetail,no,BT,,no,no,2015,2003,31,721,8
4124,UTPL_A0382,,Gray-breasted Flycatcher,no,BT - RM,,no,no,2015,2003,81,356,2
4125,UTPL_A0818,,Tumbes Tyrant,no,,,no,no,2015,2003,81,796,3
4126,UTPL_A0526,,Slaty Becard,no,BT,,no,no,2015,2003,76,510,5
4127,UTPL_A0204,,Black-and-white Tanager,no,,MI,no,no,2015,2003,73,202,3
4128,UTPL_A0709,Carduelis siemiradzkii,Saffron Siskin,no,BT,,no,no,2015,2003,30,690,8
4129,UTPL_A0510,,Piura Chat-Tyrant ,no,,,no,no,2015,2003,81,493,8
4130,UTPL_A0484,,Short-tailed Woodstar,no,BT,,no,no,2015,2003,77,465,8
4131,UTPL_A0292,,Pacific Parrotlet,no,BT,,no,no,2015,2003,60,280,1
4132,UTPL_A0640,,Red-masked Parakeet,no,BT,,no,no,2015,2003,60,624,3
4133,UTPL_A0776,Sakesporus bernardi,Collared Antshrike,no,BT,,no,no,2015,2003,71,758,4
4134,UTPL_A0737,,Necklaced Spinetail,no,BT,,no,no,2015,2003,31,720,8
4135,UTPL_A0818,,Tumbes Tyrant,no,,,no,no,2015,2003,81,796,3
4136,UTPL_A0125,Tryothorus superciliaris,Superciliated Wren,no,BT,,no,no,2015,2003,78,126,8
4137,UTPL_A0592,,Cinereous Finch,no,BT,,no,no,2015,2003,73,580,8
4138,UTPL_A0702,,Sulphur-throated Finch,no,BT,,no,no,2015,2003,73,682,1
4139,UTPL_A0667,Aimophila stolzmanni,Tumbes Sparrow,no,BT,,no,no,2015,2003,25,648,1
4140,UTPL_A0364,,White-edged Oriole,no,BT,,no,no,2015,2003,37,342,1
4141,UTPL_A0454,,Rufous Flycatcher,no,,,no,no,2015,2003,81,430,8
4142,UTPL_A0306,,Coastal miner ,no,,,no,no,2015,2003,31,291,8
4143,UTPL_A0586,,Peruvian Plantcutter,no,,,no,no,2015,2003,21,573,8
4144,UTPL_A0223,,Pale-browed Tinamou,no,BT,,no,no,2015,2003,75,219,3
4145,UTPL_A0520,,Rufous-headed Chachalaca,no,BT - RM,,no,no,2015,2003,22,503,2
4146,UTPL_A0085,,Gray-cheeked Parakeet,no,BT,,no,no,2015,2003,60,87,8
4147,UTPL_A0640,,Red-masked Parakeet,no,BT,,no,no,2015,2003,60,624,3
4148,UTPL_A0740,,Rufous-necked Foliage-gleaner,no,S-SO,,no,no,2015,2003,31,724,8
4149,UTPL_A0358,,Henna-hooded Foliage-gleaner,no,BT,,no,no,2015,2003,31,339,8
4150,UTPL_A0738,,Blackish-headed Spinetail,no,BT,,no,no,2015,2003,31,721,8
4151,UTPL_A0546,,Bearded Guan,no,LVI,,no,no,2015,2003,22,533,8
4152,UTPL_A0337,,Purple-throated Sunangel,no,S-SO,,no,no,2015,2003,77,320,8
4153,UTPL_A0187,,Rainbow Starfrontlet,no,S-SO,,no,no,2015,2003,77,183,8
4154,UTPL_A0591,,Ecuadorian Piculet,no,BT,,no,no,2015,2003,55,579,1
4155,UTPL_A0292,,Pacific Parrotlet,no,BT,,no,no,2015,2003,60,280,1
4156,UTPL_A0640,,Red-masked Parakeet,no,BT,,no,no,2015,2003,60,624,3
4157,UTPL_A0779,,Chapman's Antshrike,no,S-SO,,no,no,2015,2003,71,760,8
4158,UTPL_A0481,,Gray-headed Antbird,no,S-SO,,no,no,2015,2003,71,461,8
4159,UTPL_A0740,,Rufous-necked Foliage-gleaner,no,S-SO,,no,no,2015,2003,31,724,8
4160,UTPL_A0826,,Plumbeous-backed Thrush,no,BT,,no,no,2015,2003,80,804,1
4161,UTPL_A0679,,Black-cowled Saltator,no,S-SO,,no,no,2015,2003,38,659,8
4162,UTPL_A0069,,Bay-crowned Brush-Finch,no,S-SO,,no,no,2015,2003,25,72,8
4163,UTPL_A0079,,Three-banded Warbler,no,S-SO,,no,no,2015,2003,48,81,8
4164,UTPL_A0337,,Purple-throated Sunangel,no,S-SO,,no,no,2015,2003,77,320,8
4165,UTPL_A0187,,Rainbow Starfrontlet,no,S-SO,,no,no,2015,2003,77,183,8
4166,UTPL_A0292,,Pacific Parrotlet,no,BT,,no,no,2015,2003,60,280,1
4167,UTPL_A0779,,Chapman's Antshrike,no,S-SO,,no,no,2015,2003,71,760,8
4168,UTPL_A0679,,Black-cowled Saltator,no,S-SO,,no,no,2015,2003,38,659,8
4169,UTPL_A0069,,Bay-crowned Brush-Finch,no,S-SO,,no,no,2015,2003,25,72,8
4170,UTPL_A0484,,Short-tailed Woodstar,no,BT,,no,no,2015,2003,77,465,8
4171,UTPL_A0591,,Ecuadorian Piculet,no,BT,,no,no,2015,2003,55,579,1
4172,UTPL_A0292,,Pacific Parrotlet,no,BT,,no,no,2015,2003,60,280,1
4173,UTPL_A0640,,Red-masked Parakeet,no,BT,,no,no,2015,2003,60,624,3
4174,UTPL_A0779,,Chapman's Antshrike,no,S-SO,,no,no,2015,2003,71,760,8
4175,UTPL_A0776,Sakesporus bernardi,Collared Antshrike,no,BT,,no,no,2015,2003,71,758,4
4176,UTPL_A0427,,Elegant Crescentchest,no,BT,,no,no,2015,2003,41,400,1
4177,UTPL_A0358,,Henna-hooded Foliage-gleaner,no,BT,,no,no,2015,2003,31,339,8
4178,UTPL_A0460,,Baird's Flycatcher,no,BT,,no,no,2015,2003,81,437,1
4179,UTPL_A0125,Tryothorus superciliaris,Superciliated Wren,no,BT,,no,no,2015,2003,78,126,8
4180,UTPL_A0051,,Black-capped Sparrow,no,BT - RM,,no,no,2015,2003,25,57,1
4181,UTPL_A0223,,Pale-browed Tinamou,no,BT,,no,no,2015,2003,75,219,3
4182,UTPL_A0392,,Ochre-bellied Dove,no,BT,,no,no,2015,2003,18,365,8
4183,UTPL_A0498,,Scrub Nightjar,no,BT,,no,no,2015,2003,12,481,8
4184,UTPL_A0484,,Short-tailed Woodstar,no,BT,,no,no,2015,2003,77,465,8
4185,UTPL_A0396,,Tumbes Hummingbird,no,BT,,no,no,2015,2003,77,371,1
4186,UTPL_A0591,,Ecuadorian Piculet,no,BT,,no,no,2015,2003,55,579,1
4187,UTPL_A0116,,Guayaquil Woodpecker,no,BT,,no,no,2015,2003,55,119,3
4188,UTPL_A0292,,Pacific Parrotlet,no,BT,,no,no,2015,2003,60,280,1
4189,UTPL_A0640,,Red-masked Parakeet,no,BT,,no,no,2015,2003,60,624,3
4190,UTPL_A0776,Sakesporus bernardi,Collared Antshrike,no,BT,,no,no,2015,2003,71,758,4
4191,UTPL_A0427,,Elegant Crescentchest,no,BT,,no,no,2015,2003,41,400,1
4192,UTPL_A0358,,Henna-hooded Foliage-gleaner,no,BT,,no,no,2015,2003,31,339,8
4193,UTPL_A0737,,Necklaced Spinetail,no,BT,,no,no,2015,2003,31,720,8
4194,UTPL_A0464,,Pacific Elaenia,no,BT,,no,no,2015,2003,81,441,1
4195,UTPL_A0635,,Gray-and-white Tyrannulet,no,BT,,no,no,2015,2003,81,617,1
4196,UTPL_A0382,,Gray-breasted Flycatcher,no,BT - RM,,no,no,2015,2003,81,356,2
4197,UTPL_A0818,,Tumbes Tyrant,no,,,no,no,2015,2003,81,796,3
4198,UTPL_A0460,,Baird's Flycatcher,no,BT,,no,no,2015,2003,81,437,1
4199,UTPL_A0453,,Sooty-crowned Flycatcher,no,BT - RM,,no,no,2015,2003,81,429,1
4200,UTPL_A0227,,White-tailed Jay,no,BT,,no,no,2015,2003,20,222,1
4201,UTPL_A0125,Tryothorus superciliaris,Superciliated Wren,no,BT,,no,no,2015,2003,78,126,8
4202,UTPL_A0826,,Plumbeous-backed Thrush,no,BT,,no,no,2015,2003,80,804,1
4203,UTPL_A0064,,White-headed Brush-Finch,no,BT,,no,no,2015,2003,25,67,1
4204,UTPL_A0586,,Peruvian Plantcutter,no,,,no,no,2015,2003,21,573,8
4205,UTPL_A0545,,White-winged guan ,no,,,no,no,2015,2003,22,532,8
4206,UTPL_A0364,,White-edged Oriole,no,BT,,no,no,2015,2003,37,342,1
4207,UTPL_A0726,,Peruvian Tern,no,,DP,no,no,2015,2008,40,708,8
4208,UTPL_A0484,,Short-tailed Woodstar,no,BT,,no,no,2015,2008,77,465,8
4209,UTPL_A0292,,Pacific Parrotlet,no,BT,,no,no,2015,2008,60,280,1
4210,UTPL_A0737,,Necklaced Spinetail,no,BT,,no,no,2015,2008,31,720,8
4211,UTPL_A0125,Tryothorus superciliaris,Superciliated Wren,no,BT,,no,no,2015,2008,78,126,8
4212,UTPL_A0592,,Cinereous Finch,no,BT,,no,no,2015,2008,73,580,8
4213,UTPL_A0586,,Peruvian Plantcutter,no,,,no,no,2015,2008,21,573,8
4214,UTPL_A0306,,Coastal miner ,no,,,no,no,2015,2008,31,291,8
4215,UTPL_A0454,,Rufous Flycatcher,no,,,no,no,2015,2008,81,430,8
4218,UTPL_A0546,,Bearded Guan,no,LVI,,no,no,2015,2003,22,533,8
4219,UTPL_A0337,,Purple-throated Sunangel,no,S-SO,,no,no,2015,2003,77,320,8
4220,UTPL_A0187,,Rainbow Starfrontlet,no,S-SO,,no,no,2015,2003,77,183,8
4221,UTPL_A0740,,Rufous-necked Foliage-gleaner,no,S-SO,,no,no,2015,2003,31,724,8
4222,UTPL_A0464,,Pacific Elaenia,no,BT,,no,no,2015,2003,81,441,1
4223,UTPL_A0826,,Plumbeous-backed Thrush,no,BT,,no,no,2015,2003,80,804,1
4224,UTPL_A0679,,Black-cowled Saltator,no,S-SO,,no,no,2015,2003,38,659,8
4225,UTPL_A0069,,Bay-crowned Brush-Finch,no,S-SO,,no,no,2015,2003,25,72,8
4226,UTPL_A0079,,Three-banded Warbler,no,S-SO,,no,no,2015,2003,48,81,8
4227,UTPL_A0546,,Bearded Guan,no,LVI,,no,no,2015,2003,22,533,8
4228,UTPL_A0392,,Ochre-bellied Dove,no,BT,,no,no,2015,2003,18,365,8
4229,UTPL_A0498,,Scrub Nightjar,no,BT,,no,no,2015,2003,12,481,8
4230,UTPL_A0187,,Rainbow Starfrontlet,no,S-SO,,no,no,2015,2003,77,183,8
4231,UTPL_A0484,,Short-tailed Woodstar,no,BT,,no,no,2015,2003,77,465,8
4232,UTPL_A0116,,Guayaquil Woodpecker,no,BT,,no,no,2015,2003,55,119,3
4233,UTPL_A0292,,Pacific Parrotlet,no,BT,,no,no,2015,2003,60,280,1
4234,UTPL_A0640,,Red-masked Parakeet,no,BT,,no,no,2015,2003,60,624,3
4235,UTPL_A0776,Sakesporus bernardi,Collared Antshrike,no,BT,,no,no,2015,2003,71,758,4
4236,UTPL_A0427,,Elegant Crescentchest,no,BT,,no,no,2015,2003,41,400,1
