id_aves,codigo,sinonimo,nombre,morfometria,endenismo,migraciòn,ecologia,behaviour,anio_publicacion,anio_colleccion,familia_id_familia,especies_id_especies,uicn_id_UICN
1,UTPL_A0222,,Little Tinamou,no,,,no,no,2008,2007,75,218,1
2,UTPL_A0151,,Sickle-winged Guan,no,,,no,no,2008,2007,22,148,1
3,UTPL_A0547,,Crested Guan,no,,,no,no,2008,2007,22,534,1
4,UTPL_A0520,,Rufous-headed Chachalaca,no,BT - RM,,no,no,2008,2007,22,503,2
5,UTPL_A0513,,Rufous-fronted Wood-Quail,no,,,no,no,2008,2007,46,496,1
6,UTPL_A0452,,Wood Stork,no,,,no,no,2008,2007,16,428,1
7,UTPL_A0293,,Magnificent Frigatebird,no,,,no,no,2008,2007,29,281,1
8,UTPL_A0793,,Fasciated Tiger-Heron,no,,,no,no,2008,2007,8,770,1
9,UTPL_A0088,,Cattle Egret,no,,MB - C ?,no,no,2008,2007,8,90,1
10,UTPL_A0047,,Great Egret,no,,MB - C ?,no,no,2008,2007,8,51,1
11,UTPL_A0259,,Snowy Egret,no,,,no,no,2008,2007,8,249,1
12,UTPL_A0134,,Turkey Vulture,no,,MB - C ,no,no,2008,2007,14,134,1
13,UTPL_A0210,,Black Vulture,no,,,no,no,2008,2007,14,207,1
14,UTPL_A0681,,King Vulture,no,,,no,no,2008,2007,14,661,1
15,UTPL_A0527,,Osprey,no,,MB,no,no,2008,2007,47,513,1
16,UTPL_A0388,,Gray-headed Kite,no,,,no,no,2008,2007,1,362,1
17,UTPL_A0265,,Swallow-tailed Kite,no,,MB - C ,no,no,2008,2007,1,254,1
18,UTPL_A0707,,Black Hawk-Eagle,no,,,no,no,2008,2007,1,688,1
19,UTPL_A0706,,Ornate Hawk-Eagle,no,,,no,no,2008,2007,1,687,3
20,UTPL_A0333,,Double-toothed Kite,no,,,no,no,2008,2007,1,316,1
21,UTPL_A0366,,Plumbeous Kite,no,,MB - C ?,no,no,2008,2007,1,344,1
22,UTPL_A0004,,Tiny Hawk,no,,,no,no,2008,2007,1,3,1
23,UTPL_A0005,,Plain-breasted Hawk,no,,,no,no,2008,2007,1,4,4
24,UTPL_A0002,,Bicolored Hawk,no,,,no,no,2008,2007,1,2,1
25,UTPL_A0097,,Savanna Hawk,no,,,no,no,2008,2007,1,99,1
26,UTPL_A0099,,Great Black-Hawk,no,,,no,no,2008,2007,1,101,1
27,UTPL_A0098,,Solitary Eagle,no,,,no,no,2008,2007,1,100,3
28,UTPL_A0447,,Barred Hawk,no,,,no,no,2008,2007,1,422,1
29,UTPL_A0672,Bueteo magnirostris,Roadside Hawk,no,,,no,no,2008,2007,1,653,1
30,UTPL_A0312,Buteo polyosoma,Variable Hawk,no,,,no,no,2008,2007,1,297,1
31,UTPL_A0634,Leucopternis occidentalis,Gray-backed Hawk,no,BT,,no,no,2008,2007,1,616,5
32,UTPL_A0093,Asturina nitida,Gray-lined Hawk,no,,,no,no,2008,2007,1,95,1
33,UTPL_A0094,,Broad-winged Hawk,no,,MB,no,no,2008,2007,1,96,1
34,UTPL_A0092,,Short-tailed Hawk,no,,,no,no,2008,2007,1,94,1
35,UTPL_A0095,,Swainson's Hawk,no,,MB -D-P,no,no,2008,2007,1,97,1
36,UTPL_A0091,,Zone-tailed Hawk,no,,,no,no,2008,2007,1,93,1
37,UTPL_A0380,,White-throated Crake,no,,,no,no,2008,2007,61,354,1
38,UTPL_A0280,,Sunbittern,no,,,no,no,2008,2007,26,268,1
39,UTPL_A0006,,Spotted Sandpiper,no,,MB,no,no,2008,2007,66,6,1
40,UTPL_A0197,,Ecuadorian Ground-Dove,no,BT,,no,no,2008,2007,18,195,1
41,UTPL_A0180,,Blue Ground-Dove,no,,,no,no,2008,2007,18,173,1
42,UTPL_A0536,Columba fasciata,Band-tailed Pigeon,no,,,no,no,2008,2007,18,522,1
43,UTPL_A0539,,Plumbeous Pigeon,no,,,no,no,2008,2007,18,525,1
44,UTPL_A0541,Columba subvinacea,Ruddy Pigeon,no,,,no,no,2008,2007,18,527,2
45,UTPL_A0850,,Eared Dove,no,,,no,no,2008,2007,18,826,1
46,UTPL_A0394,,White-tipped Dove,no,,,no,no,2008,2007,18,368,1
47,UTPL_A0393,,Pallid Dove,no,B-Ch,,no,no,2008,2007,18,366,1
48,UTPL_A0392,,Ochre-bellied Dove,no,BT,,no,no,2008,2007,18,365,2
49,UTPL_A0309,,White-throated Quail-Dove,no,,,no,no,2008,2007,18,828,1
50,UTPL_A0310,,Ruddy Quail-Dove,no,,,no,no,2008,2007,18,295,1
51,UTPL_A0183,Piaya minuta,Little Cuckoo,no,,,no,no,2008,2007,23,177,1
52,UTPL_A0587,,Squirrel Cuckoo,no,,,no,no,2008,2007,23,574,1
53,UTPL_A0184,,Black-billed Cuckoo,no,,MB,no,no,2008,2007,23,179,1
54,UTPL_A0217,,Groove-billed Ani,no,,,no,no,2008,2007,23,214,1
55,UTPL_A0765,,Striped Cuckoo,no,,,no,no,2008,2007,23,748,1
56,UTPL_A0422,,Choco Screech-Owl,no,,,no,no,2008,2007,69,396,1
57,UTPL_A0405,,Crested Owl,no,,,no,no,2008,2007,69,381,1
58,UTPL_A0648,,Spectacled Owl,no,,,no,no,2008,2007,69,630,1
59,UTPL_A0173,,Mottled Owl,no,,,no,no,2008,2007,69,167,1
60,UTPL_A0172,,Black-and-white Owl,no,,,no,no,2008,2007,69,166,1
61,UTPL_A0317,,Peruvian Pygmy-Owl,no,BT,,no,no,2008,2007,69,300,1
62,UTPL_A0317,,Peruvian Pygmy-Owl,no,BT,,no,no,2008,2007,69,300,1
63,UTPL_A0719,,Oilbird,no,,,no,no,2008,2007,68,703,1
64,UTPL_A0495,,Common Potoo,no,,,no,no,2008,2007,45,478,1
65,UTPL_A0408,,Short-tailed Nighthawk,no,,,no,no,2008,2007,12,383,1
66,UTPL_A0497,,Common Pauraque,no,,,no,no,2008,2007,12,480,1
67,UTPL_A0727,,Chestnut-collared Swift,no,,,no,no,2008,2007,6,709,1
68,UTPL_A0728,,White-collared Swift,no,,,no,no,2008,2007,6,710,1
69,UTPL_A0147,,Gray-rumped Swift,no,,,no,no,2008,2007,6,146,1
70,UTPL_A0528,,Lesser Swallow-tailed Swift,no,,,no,no,2008,2007,6,514,1
71,UTPL_A0288,,White-necked Jacobin,no,,,no,no,2008,2007,77,276,1
72,UTPL_A0282,,White-tipped Sicklebill,no,,,no,no,2008,2007,77,270,1
73,UTPL_A0788,,Band-tailed Barbthroat,no,,,no,no,2008,2007,77,767,1
74,UTPL_A0556,,Stripe-throated Hermit,no,,,no,no,2008,2007,77,540,1
75,UTPL_A0558,,White-whiskered Hermit,no,B-Ch,,no,no,2008,2007,77,542,1
76,UTPL_A0557,,Tawny-bellied Hermit,no,,,no,no,2008,2007,77,541,1
77,UTPL_A0555,,Long-billed Hermit,no,BT,,no,no,2008,2007,77,539,1
78,UTPL_A0685,,Wedge-billed Hummingbird,no,,,no,no,2008,2007,77,666,1
79,UTPL_A0194,,Brown Violetear,no,,,no,no,2008,2007,77,192,1
80,UTPL_A0193,,Sparkling Violetear,no,,,no,no,2008,2007,77,191,1
81,UTPL_A0342,,Purple-crowned Fairy,no,,,no,no,2008,2007,77,325,1
82,UTPL_A0336,,Gorgeted Sunangel,no,LOcA,,no,no,2008,2007,77,319,1
83,UTPL_A0251,Popelaira conversii,Green Thorntail,no,,,no,no,2008,2007,77,242,1
84,UTPL_A0011,,Long-tailed Sylph,no,,,no,no,2008,2007,77,11,1
85,UTPL_A0010,,Violet-tailed Sylph,no,,,no,no,2008,2007,77,10,1
86,UTPL_A0082,,Chestnut-breasted Coronet,no,,,no,no,2008,2007,77,84,1
87,UTPL_A0081,,Velvet-purple Coronet,no,LOcA,,no,no,2008,2007,77,83,1
88,UTPL_A0512,,Booted Racket-tail,no,,,no,no,2008,2007,77,495,1
89,UTPL_A0833,,Purple-bibbed Whitetip,no,LOcA,,no,no,2008,2007,77,812,1
90,UTPL_A0340,,Fawn-breasted Brilliant,no,,,no,no,2008,2007,77,323,1
91,UTPL_A0338,,Green-crowned Brilliant,no,,,no,no,2008,2007,77,322,1
92,UTPL_A0341,,Long-billed Starthroat,no,,,no,no,2008,2007,77,324,1
93,UTPL_A0144,Acestrura bombus,Little Woodstar,no,BT,,no,no,2008,2007,77,143,2
94,UTPL_A0115,,Purple-throated Woodstar,no,,,no,no,2008,2007,77,118,1
95,UTPL_A0150,,White-vented Plumeleteer,no,,,no,no,2008,2007,77,147,1
96,UTPL_A0772,Thalurania fannyi,Green-crowned Woodnymph,no,BT,,no,no,2008,2007,77,755,1
97,UTPL_A0019,,Rufous-tailed Hummingbird,no,,,no,no,2008,2007,77,20,1
98,UTPL_A0016,,Amazilia Hummingbird,no,,,no,no,2008,2007,77,17,1
99,UTPL_A0017,,Andean Emerald,no,,,no,no,2008,2007,77,18,1
100,UTPL_A0238,,Violet-bellied Hummingbird,no,,,no,no,2008,2007,77,231,1
101,UTPL_A0567,,Golden-headed Quetzal,no,,,no,no,2008,2007,79,552,1
102,UTPL_A0566,,Crested Quetzal,no,,,no,no,2008,2007,79,551,1
103,UTPL_A0813,,Ecuadorian Trogon,no,BT,,no,no,2008,2007,79,791,1
104,UTPL_A0809,,Gartered Trogon,no,,,no,no,2008,2007,79,786,1
105,UTPL_A0810,,Collared Trogon,no,,,no,no,2008,2007,79,788,1
106,UTPL_A0814,,Masked Trogon,no,,,no,no,2008,2007,79,792,1
107,UTPL_A0419,,Ringed Kingfisher,no,,,no,no,2008,2007,2,393,1
108,UTPL_A0158,,Green Kingfisher,no,,,no,no,2008,2007,2,154,1
109,UTPL_A0266,,Broad-billed Motmot,no,,,no,no,2008,2007,43,256,1
110,UTPL_A0078,,Rufous Motmot,no,,,no,no,2008,2007,43,80,1
111,UTPL_A0445,,Amazonian Motmot,no,,,no,no,2008,2007,43,420,1
112,UTPL_A0499,,Barred Puffbird,no,,,no,no,2008,2007,9,482,1
113,UTPL_A0410,,White-whiskered Puffbird,no,,,no,no,2008,2007,9,385,1
114,UTPL_A0658,,Yellow-throated Toucan,no,,,no,no,2008,2007,62,640,3
115,UTPL_A0659,,Choc� Toucan,no,B-Ch,,no,no,2008,2007,62,641,1
116,UTPL_A0075,,Crimson-rumped Toucanet,no,,,no,no,2008,2007,62,76,1
117,UTPL_A0643,,Collared Aracari ,no,,,no,no,2008,2007,62,627,1
118,UTPL_A0590,,Olivaceous Piculet,no,,,no,no,2008,2007,55,578,1
119,UTPL_A0426,,Black-cheeked Woodpecker,no,,,no,no,2008,2007,55,399,1
120,UTPL_A0588,Veniliornis fumigatus/Leuconotopicus fumigatus,Smoky-brown Woodpecker,no,,,no,no,2008,2007,55,575,1
121,UTPL_A0836,,Red-rumped Woodpecker,no,,,no,no,2008,2007,55,815,1
122,UTPL_A0835,,Scarlet-backed Woodpecker,no,BT,,no,no,2008,2007,55,814,1
123,UTPL_A0191,Piculus rubiginosus,Golden-olive Woodpecker,no,,,no,no,2008,2007,55,189,1
124,UTPL_A0255,,Lineated Woodpecker,no,,,no,no,2008,2007,55,244,4
125,UTPL_A0116,,Guayaquil Woodpecker,no,BT,,no,no,2008,2007,55,119,3
126,UTPL_A0351,,Laughing Falcon,no,,,no,no,2008,2007,27,334,1
127,UTPL_A0431,,Barred Forest-Falcon ,no,,,no,no,2008,2007,27,405,1
128,UTPL_A0128,,Crested Caracara,no,,,no,no,2008,2007,27,129,1
129,UTPL_A0287,,American Kestrel,no,,,no,no,2008,2007,27,275,1
130,UTPL_A0286,,Bat Falcon,no,,,no,no,2008,2007,27,274,1
131,UTPL_A0801,,Blue-fronted Parrotlet,no,,,no,no,2008,2007,60,778,1
132,UTPL_A0085,,Gray-cheeked Parakeet,no,BT,,no,no,2008,2007,60,87,5
133,UTPL_A0651,Pionopsitta pulchra,Rose-faced Parrot,no,B-Ch,,no,no,2008,2007,60,633,1
134,UTPL_A0593,,Bronze-winged Parrot,no,,,no,no,2008,2007,60,581,1
135,UTPL_A0292,,Pacific Parrotlet,no,BT,,no,no,2008,2007,60,280,1
136,UTPL_A0654,,El Oro Parakeet,no,S-SO,,no,no,2008,2007,60,636,5
137,UTPL_A0640,,Red-masked Parakeet,no,BT,,no,no,2008,2007,60,624,3
138,UTPL_A0272,Terenura callinota,Rufous-rumped Antwren,no,,,no,no,2008,2007,71,261,4
139,UTPL_A0766,,Great Antshrike,no,,,no,no,2008,2007,71,749,1
140,UTPL_A0775,,Black-crowned Antshrike,no,,,no,no,2008,2007,71,757,1
141,UTPL_A0778,,Uniform Antshrike,no,,,no,no,2008,2007,71,759,1
142,UTPL_A0774,,Russet Antshrike,no,,,no,no,2008,2007,71,756,1
143,UTPL_A0256,,Plain Antvireo,no,,,no,no,2008,2007,71,246,1
144,UTPL_A0269,Myrmotherula fulviventris,Checker-throated Antwren,no,,,no,no,2008,2007,71,258,1
145,UTPL_A0485,,White-flanked Antwren,no,,,no,no,2008,2007,71,466,1
146,UTPL_A0486,,Slaty Antwren,no,,,no,no,2008,2007,71,468,1
147,UTPL_A0650,,White-backed Fire-eye,no,,,no,no,2008,2007,71,632,1
148,UTPL_A0480,,Chestnut-backed Antbird,no,,,no,no,2008,2007,71,460,1
149,UTPL_A0483,Sipia nigricaudata,Esmeraldas Antbird,no,LOcA,,no,no,2008,2007,71,463,1
150,UTPL_A0482,,Immaculate Antbird,no,,,no,no,2008,2007,71,462,1
151,UTPL_A0481,,Gray-headed Antbird,no,S-SO,,no,no,2008,2007,71,461,2
152,UTPL_A0427,,Elegant Crescentchest,no,BT,,no,no,2008,2007,41,400,1
153,UTPL_A0320,,Scaled Antpitta,no,,,no,no,2008,2007,33,304,1
154,UTPL_A0321,,Plain-backed Antpitta,no,,,no,no,2008,2007,33,305,1
155,UTPL_A0291,,Rufous-breasted Antthrush,no,,,no,no,2008,2007,28,279,1
156,UTPL_A0704,,Olivaceous Woodcreeper,no,,,no,no,2008,2007,31,684,1
157,UTPL_A0239,,Plain-brown Woodcreeper,no,,,no,no,2008,2007,31,232,1
158,UTPL_A0319,,Wedge-billed Woodcreeper,no,,,no,no,2008,2007,31,302,1
159,UTPL_A0847,,Spotted Woodcreeper,no,,,no,no,2008,2007,31,824,1
160,UTPL_A0120,,Brown-billed Scythebill,no,,,no,no,2008,2007,31,121,1
161,UTPL_A0385,,Streak-headed Woodcreeper,no,,,no,no,2008,2007,31,359,1
162,UTPL_A0384,,Montane Woodcreeper,no,,,no,no,2008,2007,31,358,4
163,UTPL_A0844,,Streaked Xenops,no,,,no,no,2008,2007,31,822,1
164,UTPL_A0637,,Pacific Tuftedcheek,no,,,no,no,2008,2007,31,619,4
165,UTPL_A0296,,Pale-legged Hornero,no,BT ssp,,no,no,2008,2007,31,284,4
166,UTPL_A0573,,Slaty-winged Foliage-gleaner,no,,,no,no,2008,2007,31,558,1
167,UTPL_A0574,,Buff-fronted Foliage-gleaner,no,,,no,no,2008,2007,31,559,1
168,UTPL_A0027,,Scaly-throated Foliage-gleaner,no,,,no,no,2008,2007,31,27,1
169,UTPL_A0742,,Lineated Foliage-gleaner,no,,,no,no,2008,2007,31,726,1
170,UTPL_A0790,,Uniform Treehunter,no,LOcA,,no,no,2008,2007,31,768,1
171,UTPL_A0359,Hyloctistes virgatus,Western Woodhaunter,no,,,no,no,2008,2007,31,79,4
172,UTPL_A0623,,Spotted Barbtail,no,,,no,no,2008,2007,31,609,1
173,UTPL_A0212,,Line-cheeked Spinetail,no,S-SO,,no,no,2008,2007,31,208,1
174,UTPL_A0736,,Slaty Spinetail,no,,,no,no,2008,2007,31,719,1
175,UTPL_A0735,,Azara's Spinetail,no,,,no,no,2008,2007,31,718,1
176,UTPL_A0581,,Sooty-headed Tyrannulet,no,,,no,no,2008,2007,81,569,1
177,UTPL_A0580,,Ashy-headed Tyrannulet,no,,,no,no,2008,2007,81,568,1
178,UTPL_A0464,,Pacific Elaenia,no,BT,,no,no,2008,2007,81,441,1
179,UTPL_A0465,,Greenish Elaenia,no,,,no,no,2008,2007,81,442,1
180,UTPL_A0262,,Yellow-bellied Elaenia,no,,,no,no,2008,2007,81,252,1
181,UTPL_A0264,,Sierran Elaenia,no,,,no,no,2008,2007,81,253,1
182,UTPL_A0518,,Brown-capped Tyrannulet,no,,,no,no,2008,2007,81,501,1
183,UTPL_A0119,,Southern Beardless-Tyrannulet,no,,,no,no,2008,2007,81,120,1
184,UTPL_A0414,,Rufous-winged Tyrannulet,no,BT,,no,no,2008,2007,81,389,1
185,UTPL_A0694,,Torrent Tyrannulet,no,,,no,no,2008,2007,81,674,1
186,UTPL_A0127,,Yellow Tyrannulet,no,,,no,no,2008,2007,81,128,1
187,UTPL_A0639,,Bronze-olive Pygmy-Tyrant,no,,,no,no,2008,2007,81,622,1
188,UTPL_A0281,,Tawny-crowned Pygmy-Tyrant,no,,,no,no,2008,2007,81,269,1
189,UTPL_A0853,,Loja Tyrannulet,no,,,no,no,2008,2007,81,831,4
190,UTPL_A0439,,Olive-striped Flycatcher,no,,,no,no,2008,2007,81,414,1
191,UTPL_A0438,,Ochre-bellied Flycatcher,no,,,no,no,2008,2007,81,413,1
192,UTPL_A0390,,Slaty-capped Flycatcher,no,,,no,no,2008,2007,81,363,1
193,UTPL_A0476,,Ornate Flycatcher,no,,,no,no,2008,2007,81,455,1
194,UTPL_A0406,,Scale-crested Pygmy-Tyrant,no,,,no,no,2008,2007,81,382,1
195,UTPL_A0798,,Common Tody-Flycatcher,no,,,no,no,2008,2007,81,775,1
196,UTPL_A0799,,Black-headed Tody-Flycatcher,no,,,no,no,2008,2007,81,776,1
197,UTPL_A0182,,Brownish Twistwing,no,,,no,no,2008,2007,81,176,1
198,UTPL_A0610,,White-throated Spadebill,no,,,no,no,2008,2007,81,597,1
199,UTPL_A0515,,Pacific Royal-Flycatcher,no,BT,,no,no,2008,2007,81,499,2
200,UTPL_A0468,,Orange-crested Flycatcher,no,LOcA - LOrA,,no,no,2008,2007,81,445,1
201,UTPL_A0466,,Bran-colored Flycatcher,no,,,no,no,2008,2007,81,443,1
202,UTPL_A0456,,Black-tailed Flycatcher,no,,,no,no,2008,2007,81,432,1
203,UTPL_A0382,,Gray-breasted Flycatcher,no,BT - RM,,no,no,2008,2007,81,356,2
204,UTPL_A0267,,Acadian Flycatcher,no,,MB,no,no,2008,2007,81,257,1
205,UTPL_A0206,Contopus borealis,Olive-sided Flycatcher,no,,MB,no,no,2008,2007,81,204,3
206,UTPL_A0207,,Smoke-colored Pewee,no,,,no,no,2008,2007,81,205,1
207,UTPL_A0208,,Western Wood-Pewee,no,,MB,no,no,2008,2007,81,206,1
208,UTPL_A0205,,Tropical Pewee,no,BT SSP,,no,no,2008,2007,81,203,1
209,UTPL_A0683,,Black Phoebe,no,,,no,no,2008,2007,81,663,1
210,UTPL_A0383,,Piratic Flycatcher,no,,,no,no,2008,2007,81,357,1
211,UTPL_A0477,,Rusty-margined Flycatcher,no,,,no,no,2008,2007,81,456,1
212,UTPL_A0479,,Social Flycatcher,no,,,no,no,2008,2007,81,458,1
213,UTPL_A0461,,Golden-crowned Flycatcher,no,,,no,no,2008,2007,81,438,1
214,UTPL_A0462,,Streaked Flycatcher,no,,MA - C,no,no,2008,2007,81,439,1
215,UTPL_A0420,,Boat-billed Flycatcher,no,,,no,no,2008,2007,81,394,1
216,UTPL_A0830,,Snowy-throated Kingbird,no,BT,MI,no,no,2008,2007,81,808,1
217,UTPL_A0829,,Tropical Kingbird,no,,MA ? C,no,no,2008,2007,81,807,1
218,UTPL_A0455,,Dusky-capped Flycatcher,no,,,no,no,2008,2007,81,431,1
219,UTPL_A0073,,Ochraceous Attila,no,BT,,no,no,2008,2007,81,75,2
220,UTPL_A0024,,Scaled Fruiteater,no,,,no,no,2008,2007,21,25,1
221,UTPL_A0139,,Long-wattled Umbrellabird,no,B-Ch,,no,no,2008,2007,21,139,2
222,UTPL_A0413,,Golden-winged Manakin,no,,,no,no,2008,2007,56,388,1
223,UTPL_A0411,,White-bearded Manakin,no,,,no,no,2008,2007,56,386,1
224,UTPL_A0409,,Club-winged Manakin,no,LOcA,,no,no,2008,2007,56,384,1
225,UTPL_A0597,,Red-capped Manakin,no,,,no,no,2008,2007,56,585,1
226,UTPL_A0797,,Masked Tityra,no,,,no,no,2008,2007,76,774,1
227,UTPL_A0684,Schiffornis turdinus,Thrush-like Schiffornis,no,,,no,no,2008,2007,76,664,1
228,UTPL_A0523,,Cinnamon Becard,no,,,no,no,2008,2007,76,507,1
229,UTPL_A0522,,Black-and-white Becard,no,,,no,no,2008,2007,76,506,1
230,UTPL_A0524,,One-colored Becard,no,,,no,no,2008,2007,76,508,1
231,UTPL_A0230,,Rufous-browed Peppershrike,no,,,no,no,2008,2007,83,224,1
232,UTPL_A0837,,Brown-capped Vireo,no,,,no,no,2008,2007,83,817,1
233,UTPL_A0838,,Red-eyed Vireo,no,,MB - C / MA - C,no,no,2008,2007,83,818,1
234,UTPL_A0362,,Lesser Greenlet,no,,,no,no,2008,2007,83,512,4
235,UTPL_A0227,,White-tailed Jay,no,BT,,no,no,2008,2007,20,222,1
236,UTPL_A0649,Notiochelidon cyanoleuca,Blue-and-white Swallow,no,,MA - C,no,no,2008,2007,35,631,1
237,UTPL_A0720,,Southern Rough-winged Swallow,no,,,no,no,2008,2007,35,704,1
238,UTPL_A0627,,Gray-breasted Martin,no,,,no,no,2008,2007,35,611,1
239,UTPL_A0356,,Barn Swallow,no,,MB,no,no,2008,2007,35,338,1
240,UTPL_A0808,,Mountain Wren,no,,,no,no,2008,2007,78,785,1
241,UTPL_A0122,Campylorhynchus fasciatus,Fasciated Wren,no,BT,,no,no,2008,2007,78,123,1
242,UTPL_A0571,Thryothorus mystacalis ,Whiskered Wren,no,,,no,no,2008,2007,78,556,1
243,UTPL_A0572,Thryothorus sclateri,Speckle-breasted Wren,no,BT - RM,,no,no,2008,2007,78,557,4
244,UTPL_A0124,Thryothorus nigricapillus,Bay Wren,no,,,no,no,2008,2007,78,125,4
245,UTPL_A0350,,Gray-breasted Wood-Wren,no,,,no,no,2008,2007,78,333,1
246,UTPL_A0232,,Song Wren,no,,,no,no,2008,2007,78,226,1
247,UTPL_A0433,,Tawny-faced Gnatwren,no,,,no,no,2008,2007,58,408,1
248,UTPL_A0618,,Tropical Gnatcatcher,no,,,no,no,2008,2007,58,605,1
249,UTPL_A0175,,White-capped Dipper,no,,,no,no,2008,2007,17,169,1
250,UTPL_A0451,,Andean Solitaire,no,,,no,no,2008,2007,80,427,1
251,UTPL_A0136,,Slaty-backed Nightingale-Thrush,no,,,no,no,2008,2007,80,136,1
252,UTPL_A0135,,Spotted Nightingale-Thrush,no,,,no,no,2008,2007,80,135,1
253,UTPL_A0137,,Swainson's Thrush,no,,MB,no,no,2008,2007,80,137,1
254,UTPL_A0826,,Plumbeous-backed Thrush,no,BT,,no,no,2008,2007,80,804,1
255,UTPL_A0825,,Pale-vented Thrush,no,,,no,no,2008,2007,80,803,1
256,UTPL_A0823,,Ecuadorian Thrush,no,BT,,no,no,2008,2007,80,800,1
257,UTPL_A0204,,Black-and-white Tanager,no,,MI,no,no,2008,2007,73,202,3
258,UTPL_A0747,,White-shouldered Tanager,no,,,no,no,2008,2007,73,732,1
259,UTPL_A0937,,Lemon-rumped Tanager,no,,,no,no,2008,2007,73,643,1
260,UTPL_A0037,,Black-chinned Mountain-Tanager,no,LOcA,,no,no,2008,2007,73,40,1
261,UTPL_A0599,,Fawn-breasted Tanager,no,,,no,no,2008,2007,73,587,1
262,UTPL_A0159,,Glistening-green Tanager,no,LOcA,,no,no,2008,2007,73,155,1
263,UTPL_A0786,,Blue-gray Tanager,no,,,no,no,2008,2007,73,765,1
264,UTPL_A0787,,Palm Tanager,no,,,no,no,2008,2007,73,766,1
265,UTPL_A0760,,Golden-naped Tanager,no,,,no,no,2008,2007,73,744,1
266,UTPL_A0751,,Blue-necked Tanager,no,,,no,no,2008,2007,73,735,1
267,UTPL_A0761,,Rufous-throated Tanager,no,LOcA,,no,no,2008,2007,73,745,1
268,UTPL_A0757,,Beryl-spangled Tanager,no,,,no,no,2008,2007,73,741,1
269,UTPL_A0753,,Bay-headed Tanager,no,,,no,no,2008,2007,73,737,1
270,UTPL_A0759,,Flame-faced Tanager,no,,,no,no,2008,2007,73,743,1
271,UTPL_A0749,,Golden Tanager,no,,,no,no,2008,2007,73,734,1
272,UTPL_A0754,,Silvery-throated Tanager,no,,,no,no,2008,2007,73,738,1
273,UTPL_A0768,,Swallow Tanager,no,,,no,no,2008,2007,73,751,1
274,UTPL_A0236,,Black-faced Dacnis,no,,,no,no,2008,2007,73,229,1
275,UTPL_A0235,,Blue Dacnis,no,,,no,no,2008,2007,73,228,1
276,UTPL_A0225,,Purple Honeycreeper,no,,,no,no,2008,2007,73,220,1
277,UTPL_A0160,,Green Honeycreeper,no,,,no,no,2008,2007,73,156,1
278,UTPL_A0348,,Guira Tanager,no,,,no,no,2008,2007,73,331,1
279,UTPL_A0248,,Indigo Flowerpiercer,no,LOcA,,no,no,2008,2007,73,239,1
280,UTPL_A0700,,Saffron Finch,no,,,no,no,2008,2007,73,680,1
281,UTPL_A0840,,Blue-black Grassquit,no,,,no,no,2008,2007,73,820,1
282,UTPL_A0711,,Lesser Seed-Finch,no,,,no,no,2008,2007,73,693,4
283,UTPL_A0713,,Variable Seedeater,no,,,no,no,2008,2007,73,695,1
284,UTPL_A0714,,Black-and-white Seedeater,no,,MI,no,no,2008,2007,73,698,1
285,UTPL_A0715,,Yellow-bellied Seedeater,no,,,no,no,2008,2007,73,699,1
286,UTPL_A0664,,Crimson-breasted Finch,no,BT,MI,no,no,2008,2007,73,645,1
287,UTPL_A0190,,Bananaquit,no,,,no,no,2008,2007,73,186,1
288,UTPL_A0792,,Dull-colored Grassquit,no,,,no,no,2008,2007,73,769,1
289,UTPL_A0678,,Buff-throated Saltator,no,,,no,no,2008,2007,38,658,1
290,UTPL_A0674,,Black-winged Saltator,no,,,no,no,2008,2007,38,655,1
291,UTPL_A0680,,Streaked Saltator,no,,,no,no,2008,2007,38,660,1
292,UTPL_A0677,Pitillus grossus,Slate-colored Grosbeak,no,,,no,no,2008,2007,38,657,1
293,UTPL_A0855,,Rufous-collared Sparrow,no,,,no,no,2008,2007,25,833,1
294,UTPL_A0056,,Black-striped Sparrow,no,,,no,no,2008,2007,25,61,1
295,UTPL_A0053,,Orange-billed Sparrow,no,,,no,no,2008,2007,25,59,1
296,UTPL_A0054,Atlapetes brunneinucha,Chestnut-capped Brush-Finch,no,,,no,no,2008,2007,25,60,1
297,UTPL_A0165,,Yellow-throated Chlorospingus,no,,,no,no,2008,2007,73,161,1
298,UTPL_A0164,,Yellow-throated Bush-Tanager,no,,,no,no,2008,2007,25,159,1
299,UTPL_A0163,,Ashy-throated Bush-Tanager,no,,,no,no,2008,2007,25,158,1
300,UTPL_A0603,,Hepatic Tanager,no,,MB,no,no,2008,2007,13,591,1
301,UTPL_A0605,,Summer Tanager,no,,MB,no,no,2008,2007,13,593,1
302,UTPL_A0604,,White-winged Tanager,no,,,no,no,2008,2007,13,592,1
303,UTPL_A0167,,Ochre-breasted Tanager,no,LOcA,,no,no,2008,2007,13,162,1
304,UTPL_A0568,,Southern Yellow-Grosbeak,no,,,no,no,2008,2007,13,553,1
305,UTPL_A0226,,Blue-black Grosbeak,no,,,no,no,2008,2007,13,221,1
306,UTPL_A0442,,Black-and-white Warbler,no,,MB,no,no,2008,2007,48,417,1
307,UTPL_A0307,,Masked Yellowthroat,no,BT,,no,no,2008,2007,48,292,1
308,UTPL_A0308,,Olive-crowned Yellowthroat,no,,,no,no,2008,2007,48,294,1
309,UTPL_A0698,Parula pitiayumi,Tropical Parula,no,,,no,no,2008,2007,48,678,4
